airport_ident,airport_name,municipality,state,airport_type,airport_distance,airport_lng,airport_lat
US-0522,Wayzata Bay Landing Seaplane Base,wayzata,MN,seaplane_base,0.020546599217400003,-93.503889,44.9538889
US-0603,Halifax River Seaplane Base,ormond beach/daytona beach,FL,seaplane_base,0.028226250540900003,-81.03233,29.241827
US-0603,Halifax River Seaplane Base,ormond beach,FL,seaplane_base,0.049499767341400006,-81.03233,29.241827
US-0603,Halifax River Seaplane Base,holly hill,FL,seaplane_base,0.0139674804085,-81.03233,29.241827
US-0634,Emma's Bay Seaplane Base,manhattan beach,CA,seaplane_base,0.11691136197999999,-94.20092,46.631942
US-0634,Emma's Bay Seaplane Base,swanburg,MN,seaplane_base,0.111230618935,-94.20092,46.631942
VG21,Irvington Marina Seaplane Base,weems,VA,seaplane_base,0.00717867797284,-76.43720245361328,37.65760040283203
W26,Foxair Seaplane Base,de pere,WI,seaplane_base,0.0628079305259,-88.02230072021484,44.4989013671875
W33,Friday Harbor Seaplane Base,friday harbor,WA,seaplane_base,0.0077413438692099995,-123.010002136,48.537300109899995
W37,American Lake Seaplane Base,lakewood,WA,seaplane_base,0.052207454485400005,-122.56099700927734,47.14149856567383
W37,American Lake Seaplane Base,steilacoom,WA,seaplane_base,0.045595232248,-122.56099700927734,47.14149856567383
W49,Rosario Seaplane Base,orcas island,WA,seaplane_base,0.050404364569899995,-122.867996216,48.6456985474
WA13,Seaplane Landing Area Seaplane Base,lake chelan,WA,seaplane_base,0.17421028186999998,-120.59200286865234,48.20830154418945
WA81,Fishermans Bay Seaplane Base,lopez island,WA,seaplane_base,0.0250907819148,-122.917999,48.516499
WI04,Lake Menomin Seaplane Base,menomonie,WI,seaplane_base,0.0162675312644,-91.91690063476562,44.8916015625
WN19,Gig Harbor Seaplane Base,gig harbor,WA,seaplane_base,0.013995193216799998,-122.58999633789062,47.33980178833008
WSJ,San Juan /Uganik/ Seaplane Base,kodiak island,AK,seaplane_base,0.19053536483199998,-153.320999,57.7304
WT33,Skid Row Seaplane Base,clarkston/lewiston,WA,seaplane_base,0.0410697976097,-117.077925,46.423986
WV37,New Martinsville Seaplane Base,new martinsville,WV,seaplane_base,0.015433642904700002,-80.87039947509766,39.63589859008789
WV37,New Martinsville Seaplane Base,middlebourne,WV,seaplane_base,0.147413413773,-80.87039947509766,39.63589859008789
WV39,Ravenswood Seaplane Base,ravenswood,WV,seaplane_base,0.012750249958799998,-81.77320098876953,38.95199966430664
WV40,St Mary's Seaplane Base,willow island,WV,seaplane_base,0.121662946244,-81.19979858398438,39.413700103759766
WV40,St Mary's Seaplane Base,harrisville,M,seaplane_base,0.251886974605,-81.19979858398438,39.413700103759766
WV42,Weirton - Steubenville Seaplane Base,weirton,WV,seaplane_base,0.0387666700796,-80.6220016479,40.3978004456
WV43,Warwood - Martins Ferry Seaplane Base,martins ferry,OH,seaplane_base,0.00719198993712,-80.7179031372,40.0931015015
WV43,Warwood - Martins Ferry Seaplane Base,warwood,WV,seaplane_base,0.0297718354778,-80.7179031372,40.0931015015
WV44,Moundsville Seaplane Base,moundsville,WV,seaplane_base,0.0236729971972,-80.76509857177734,39.92919921875
WV46,Wellsburg Seaplane Base,follansbee,WV,seaplane_base,0.0634839234353,-80.61730194091797,40.267799377441406
WV46,Wellsburg Seaplane Base,hooverson heights,WV,seaplane_base,0.0694734323295,-80.61730194091797,40.267799377441406
